Date,Price,Open,High,Low,
03/23/2022,2315.24,2302.93,2338.31,2302.93,
03/22/2022,2307.4,2245.96,2310.96,2237.12,
03/21/2022,2249.1,2235.29,2264.19,2226.18,
03/17/2022,2260.5,2222.53,2276.22,2188.94,
03/16/2022,2190.85,2176.9,2194.31,2166.42,
03/15/2022,2154.57,2216.88,2216.88,2134.28,
03/14/2022,2204.8,2182.42,2210.09,2165.1,
03/11/22,2186.52,2162.36,2197.37,2162.36,
03/10/22,2181.73,2201.56,2201.56,2151.42,
03/09/22,2145.77,2050.23,2157.53,2036.51,
03/08/22,2039.02,2010.12,2047.32,1988.24,
03/07/22,2041.98,2093.08,2107.53,2026.21,
03/04/22,2119.84,2146.87,2155.71,2115.46,
03/03/22,2168.01,2197.92,2201.06,2160.54,
03/02/22,2186.43,2141.49,2188.3,2125.08,
02/28/2022,2150.6,2048.46,2157.8,2046.59,
02/25/2022,2082.09,2074.48,2103.11,2074.48,
02/24/2022,2056.25,2109.49,2133.05,2044.31,
02/23/2022,2164,2186.61,2193.4,2158.62,
02/22/2022,2177.13,2144.13,2183.97,2139.34,
02/21/2022,2188.02,2201.47,2221.44,2174.21,
02/18/2022,2209.9,2219.79,2238.94,2207.03,
02/17/2022,2228.82,2204.3,2237.48,2197.46,
02/16/2022,2199.15,2213,2217.11,2184.24,
02/15/2022,2203.7,2144.13,2209.77,2129.41,
02/14/2022,2132.1,2096.73,2145.95,2096.73,
02/11/22,2166.78,2164.19,2173.3,2136.79,
02/10/22,2168.74,2185.52,2185.52,2155.98,
02/09/22,2173.26,2157.9,2175.67,2150.15,
02/08/22,2147.41,2126.81,2151.38,2105.84,
02/07/22,2112.82,2131.37,2148.51,2101.33,
02/04/22,2125.72,2141.4,2141.9,2116.78,
02/03/22,2144.77,2173.3,2189.3,2140.48,
02/02/22,2172.85,2197.37,2197.37,2166.01,
02/01/22,2170.07,2197,2206.62,2140.16,
01/31/2022,2175.44,2146.87,2193.68,2146.87,
01/28/2022,2129,2155.98,2162.73,2123.16,
01/27/2022,2131.6,2137.75,2147.37,2107.67,
01/25/2022,2163.91,2155.71,2177.5,2101.33,
01/24/2022,2167.42,2259.09,2282.79,2144.77,
01/21/2022,2259.09,2233.61,2280.83,2233.61,
01/20/2022,2259.72,2276.32,2289.31,2238.03,
01/19/2022,2298.56,2303.03,2317.02,2287.07,
01/18/2022,2298.06,2327.37,2336.3,2293.18,
01/17/2022,2326.73,2315.15,2338.31,2314.38,
01/14/2022,2314.33,2306.4,2339.67,2302.57,
01/13/2022,2311.28,2300.66,2316.38,2287.07,
01/12/22,2297.83,2253.93,2301.25,2247.51,
01/11/22,2237.94,2216.24,2255.44,2216.24,
01/10/22,2222.21,2237.07,2239.35,2202.98,
01/07/22,2220.66,2220.71,2240.44,2198.37,
01/06/22,2203.02,2237.12,2237.12,2196.09,
01/05/22,2248.1,2242.72,2257.44,2217.97,
01/04/22,2240.53,2197,2244.36,2190.62,
01/03/22,2191.85,2158.26,2196.05,2155.94,
12/31/2021,2158.85,2160.54,2173.58,2151.47,
12/30/2021,2148.19,2186.06,2192.67,2138.66,
12/29/2021,2190.67,2180.5,2204.66,2171.89,
12/28/2021,2185.79,2173.3,2192.45,2164.5,
12/27/2021,2160.36,2154.07,2167.6,2141.35,
12/24/2021,2162.59,2157.8,2180.5,2131.05,
12/23/2021,2155.66,2162.36,2169.66,2150.47,
12/22/2021,2156.85,2109.94,2162.36,2109.94,
12/21/2021,2105.93,2100.92,2137.75,2090.34,
12/20/2021,2075.94,2110.4,2115.78,2049.32,
12/17/2021,2134.24,2183.33,2195.86,2114.96,
12/16/2021,2191.94,2191.53,2201.11,2159.63,
12/15/2021,2162.82,2174.08,2191.99,2153.02,
12/14/2021,2170.02,2177.86,2193.36,2163.73,
12/13/2021,2196.82,2251.7,2255.8,2192.45,
12/10/21,2241.63,2228,2248.15,2215.69,
