Date,Price,Open,High,Low,
10/12/20,3268.48,3334.25,3338.98,3257.58,
10/09/20,3322.67,3295.31,3335.25,3262.4,
10/08/20,3274.49,3245.38,3288.12,3231.05,
10/07/20,3229.05,3135.53,3245.33,3133.59,
10/06/20,3131.89,3138.13,3173.38,3112.57,
10/05/20,3124.75,3220.41,3225.41,3089.8,
10/01/20,3146.97,3160.5,3194.45,3107.28,
09/30/2020,3142.82,3193.45,3193.45,3130.54,
09/29/2020,3170.44,3100.58,3217.47,3100.09,
09/28/2020,3084.51,3042.67,3091.35,2988.24,
09/25/2020,2997.73,2930.38,3010.86,2920.94,
09/24/2020,2914.15,2907.21,2944.81,2895.88,
09/23/2020,2952.55,2996.23,3038.67,2920.79,
09/22/2020,2995.88,3035.68,3047.66,2955.79,
09/21/2020,3051.01,3117.56,3120.01,3028.74,
09/18/2020,3108.22,3075.62,3117.41,3070.73,
09/17/2020,3056.65,3038.47,3093.59,3025.74,
09/16/2020,3051.85,3028.69,3100.58,3020.35,
09/15/2020,3032.83,3024.19,3047.36,3000.78,
09/14/2020,3024.19,3010.66,3034.68,2951.8,
09/11/20,2988,2944.96,3003.42,2944.56,
09/10/20,2944.56,2915.85,2953.19,2884.14,
09/09/20,2899.87,2842.95,2915.85,2826.18,
09/08/20,2859.13,2866.92,2899.07,2847.94,
09/07/20,2856.08,2925.83,2930.73,2847.94,
09/04/20,2911.05,2914.7,2972.27,2863.52,
09/03/20,2937.22,2970.77,3001.88,2926.78,
09/02/20,2939.36,3030.63,3035.48,2872.06,
09/01/20,2991.34,3025.74,3069.93,2971.27,
08/31/2020,3001.78,3065.63,3084.51,2961.88,
08/28/2020,3054.95,3114.61,3159.5,3046.31,
08/27/2020,3137.28,3154.51,3165.49,3103.08,
08/26/2020,3156.26,3105.58,3176.83,3065.63,
08/25/2020,2965.53,3039.67,3048.61,2953.64,
08/24/2020,3010.76,3032.68,3071.13,2996.78,
08/21/2020,3029.14,2974.46,3045.41,2952.85,
08/20/2020,2951.85,2907.86,2960.68,2888.54,
08/19/2020,2928.88,2941.76,2994.54,2917.3,
08/18/2020,2919.99,2922.84,2959.79,2901.17,
08/17/2020,2923.04,2808.8,2929.93,2806,
08/14/2020,2799.81,2796.52,2839.46,2752.13,
08/13/2020,2805.65,2786.03,2815.99,2742.39,
08/12/20,2770.06,2717.13,2792.02,2701.45,
08/11/20,2708.99,2721.13,2771.05,2700.15,
08/10/20,2698.31,2714.14,2714.14,2670.35,
08/07/20,2702.35,2706.15,2716.13,2666.3,
08/06/20,2700.6,2713.14,2729.11,2671.2,
08/05/20,2691.92,2715.33,2736.1,2668.2,
08/04/20,2702.25,2659.96,2728.91,2636.3,
08/03/20,2627.56,2696.16,2765.86,2617.02,
07/31/2020,2672.69,2701.15,2705.85,2642.69,
07/30/2020,2700.1,2769.06,2785.98,2684.18,
07/29/2020,2776.05,2855.18,2876.35,2764.46,
07/28/2020,2837.21,2748.69,2845.95,2741.15,
07/27/2020,2739.7,2755.08,2755.08,2684.58,
07/24/2020,2736.8,2749.09,2791.03,2724.22,
07/23/2020,2767.26,2771.05,2788.98,2741.45,
07/22/2020,2764.06,2855.93,2855.93,2749.14,
07/21/2020,2865.07,2856.13,2881.6,2842.95,
07/20/2020,2856.08,2760.12,2869.36,2738.3,
07/17/2020,2760.12,2711.44,2771.05,2699.16,
07/16/2020,2710.94,2646.23,2721.13,2609.33,
07/15/2020,2644.28,2602.44,2676.19,2602.44,
07/14/2020,2608.14,2668.2,2677.84,2600.3,
07/13/2020,2685.88,2698.11,2710.49,2666.55,
07/10/20,2677.44,2686.17,2730.61,2667.8,
07/09/20,2687.62,2721.13,2723.82,2662.76,
07/08/20,2715.33,2756.08,2774,2706.15,
07/07/20,2745.39,2758.07,2784.53,2723.72,
07/06/20,2767.01,2746.39,2775.1,2711.14,
07/03/20,2734.36,2676.19,2746.09,2673.79,
07/02/20,2667.6,2546.37,2681.18,2546.37,
07/01/20,2543.83,2552.37,2571.39,2526.4,
06/30/2020,2543.33,2545.38,2564.7,2508.43,
06/29/2020,2500.49,2526.4,2526.4,2464.49,
06/26/2020,2536.84,2576.33,2586.97,2527.2,
06/25/2020,2556.06,2469.43,2581.32,2450.66,
06/24/2020,2490.25,2446.52,2541.38,2436.28,
06/23/2020,2415.41,2441.47,2441.47,2402.18,
06/22/2020,2409.17,2367.78,2443.62,2357.64,
06/19/2020,2352.5,2371.62,2379.41,2328.93,
06/18/2020,2361.59,2356.89,2376.62,2338.87,
06/17/2020,2359.94,2373.87,2386.6,2337.67,
06/16/2020,2392.54,2376.62,2432.24,2356.64,
06/15/2020,2344.81,2391.54,2391.54,2312.71,
06/12/20,2398.43,2238.81,2411.57,2227.53,
06/11/20,2306.67,2312.71,2341.67,2296.73,
06/10/20,2288.99,2383.61,2389.75,2278.95,
06/09/20,2383.91,2381.61,2426.05,2366.63,
06/08/20,2380.91,2355.65,2436.33,2351.65,
06/05/20,2337.32,2340.57,2360.59,2304.72,
06/04/20,2325.94,2276.76,2338.32,2259.83,
06/03/20,2296.93,2345.46,2367.63,2287.54,
06/02/20,2314.95,2356.54,2388.15,2278.66,
06/01/20,2322.99,2357.39,2395.59,2309.06,
05/29/2020,2357.49,2271.76,2388.5,2246.8,
05/28/2020,2294.83,2194.48,2331.68,2163.07,
05/27/2020,2172.56,2121.98,2183.89,2112.24,
05/26/2020,2110.64,2154.93,2166.81,2098.01,
05/22/2020,2147.54,2115.99,2156.83,2080.89,
05/21/2020,2116.49,2040.09,2126.97,2017.13,
05/20/2020,2020.72,2056.07,2064.86,1988.52,
05/19/2020,2070.55,2115.99,2124.92,2059.87,
05/18/2020,2067.61,2193.88,2215.35,2057.22,
05/15/2020,2190.43,2245.8,2245.8,2166.91,
05/14/2020,2238.16,2132.91,2251.79,2115.69,
05/13/2020,2184.49,2196.72,2261.78,2144.95,
05/12/20,2111.29,2090.02,2130.97,2017.13,
05/11/20,2085.68,2012.13,2131.76,1987.17,
05/08/20,1959.81,2037.1,2037.1,1952.22,
05/07/20,1997.46,1997.16,2048.48,1980.58,
