Date,Price,Open,High,Low,
06/08/21,213.65,212.2,214.25,211.2,
06/07/21,211.45,210.4,212.4,210.2,
06/04/21,208.75,209.5,209.7,208,
06/03/21,209.05,210.75,210.75,208.7,
06/02/21,209,210.5,212.45,208.6,
06/01/21,215.25,218,219.4,214.25,
05/31/2021,216.6,215,217.9,214.4,
05/28/2021,212.9,212.5,213.5,211.55,
05/27/2021,211.15,211,214.15,210.3,
05/26/2021,210.6,211.8,212.45,210.3,
05/25/2021,210.9,213,213.4,210.25,
05/24/2021,211.5,209.5,212.05,207.75,
05/21/2021,209.05,207.6,209.85,207.4,
05/20/2021,207,208.45,209.3,206.8,
05/19/2021,207.75,210.05,211.4,207.55,
05/18/2021,210.05,214.1,214.6,209.65,
05/17/2021,212.6,216.8,217,211.65,
05/14/2021,212.25,205,213.2,204,
05/12/21,203.25,203.9,205.25,202.85,
05/11/21,204,203.9,206.5,203.75,
05/10/21,205.55,207.15,207.45,205,
05/07/21,205.35,202.95,206.45,202.95,
05/06/21,202.75,202.3,205.95,202.1,
05/05/21,201.4,201.45,202,199.5,
05/04/21,199.6,201.2,202.35,199.1,
05/03/21,200.95,201.2,201.85,200,
04/30/2021,202.6,203.9,205.7,202,
04/29/2021,204.3,207.1,207.55,204.05,
04/28/2021,205.5,206,206.5,205.3,
04/27/2021,205.4,205.3,206.95,205.05,
04/26/2021,205.3,205.8,206.75,204.7,
04/23/2021,205.35,204.25,207,204.25,
04/22/2021,205.9,202,206.3,200.55,
04/20/2021,203.55,206.2,207,202.5,
04/19/2021,205.6,205,206.1,203.75,
04/16/2021,207.95,208,209.25,206.5,
04/15/2021,206.7,209,210.45,206,
04/13/2021,208.7,207,209.7,206,
04/12/21,205.3,210,211,205,
04/09/21,213.1,213.75,215.95,212.55,
04/08/21,213.25,214.85,216.1,212.85,
04/07/21,213.8,212.7,215.2,212.45,
04/06/21,212.65,213.8,214.95,210.15,
04/05/21,212.55,217.6,220,210.5,
04/01/21,220.05,220,220.6,217.3,
03/31/2021,218.5,214.05,219.3,212.7,
03/30/2021,214.55,213.25,215,210.4,
03/26/2021,210.9,214.25,214.45,210.35,
03/25/2021,211.6,215.15,215.95,209.05,
03/24/2021,215.95,221,222.8,215.25,
03/23/2021,222.2,225,228.1,221.3,
03/22/2021,226,223.3,226.4,221.5,
03/19/2021,222.95,219,226.15,215.55,
03/18/2021,217.65,213,219.1,211.9,
03/17/2021,210.6,212.2,213.9,208.55,
03/16/2021,207.85,206.4,208.9,204.95,
03/15/2021,205.45,205.85,206,201.6,
03/12/21,205.2,208,208,203.5,
03/10/21,206.5,209.1,209.2,205.8,
03/09/21,207.8,208.7,209.75,204.75,
03/08/21,208,209.7,210.8,207.7,
03/05/21,208.55,208,210,207.2,
03/04/21,209.7,208.8,211.3,207.6,
03/03/21,209.95,212,212,208.8,
03/02/21,209.9,207,210.8,206.5,
03/01/21,206.9,205.45,207.75,204.05,
02/26/2021,203.85,207.25,208,203,
02/25/2021,209.15,209.5,211.2,208.8,
02/24/2021,208.85,209.1,209.8,206.5,
02/23/2021,208.5,208,210.55,207,
02/22/2021,207.05,212,212,206,
02/19/2021,215.95,218.85,218.9,214,
02/18/2021,218.85,218.2,220.6,217.9,
02/17/2021,217.75,217.6,218.4,216.55,
02/16/2021,218.25,219.05,221.8,217.25,
02/15/2021,218.6,218.45,221,217.5,
02/12/21,217.45,225.75,225.75,215.8,
02/11/21,226.45,229,229.3,224.5,
02/10/21,227.55,229,231.1,223.1,
02/09/21,229,234.6,239.2,228.2,
02/08/21,233.1,237.5,238.05,231.5,
02/05/21,234.35,232.15,238.85,227.25,
02/04/21,229.95,216.1,231.4,216,
02/03/21,216.75,221.5,222,215.7,
02/02/21,218.2,220,223.5,217,
02/01/21,215.95,204,217.95,201.8,
01/29/2021,203.25,208.55,208.8,202.35,
01/28/2021,206.6,209.25,211,205.75,
01/27/2021,210.65,208,212.65,207.1,
01/25/2021,207.8,212,212.5,206.85,
01/22/2021,210.7,214,214.75,209.15,
01/21/2021,213.7,219,219.5,212.2,
01/20/2021,217.65,218.5,219,215.7,
01/19/2021,218.85,221,221.7,217.5,
01/18/2021,219.75,218.4,222,214.6,
01/15/2021,217.85,214.9,218.5,211.2,
01/14/2021,214.15,212,216.5,211.6,
01/13/2021,211.25,207.45,213,205.25,
01/12/21,206.45,203,206.9,201.6,
01/11/21,202.5,204,206.1,201.25,
01/08/21,201.5,204.35,206,200.25,
01/07/21,202.8,206.1,207.6,202.1,
01/06/21,205.4,211.45,211.5,204.5,
01/05/21,211.45,212.45,213.25,210.6,
01/04/21,213.4,214,216,212.1,
01/01/21,213.85,209.9,214.2,209.3,
12/31/2020,209,210.55,211.3,208.55,
12/30/2020,211.15,212.7,213.5,209.55,
12/29/2020,211.55,210.5,213.5,210.1,
12/28/2020,209.5,209,210.2,207.85,
12/24/2020,208.6,210,210.65,205.6,
12/23/2020,207.75,203,208.25,202,
12/22/2020,203.4,203.1,206.25,196.9,
12/21/2020,202.95,214.5,214.7,199.15,
12/18/2020,214.5,213.1,215.95,209.75,
12/17/2020,213.05,214.2,215.1,211.25,
12/16/2020,214,213.75,215.55,213.5,
12/15/2020,213.55,215.25,216.4,211.6,
12/14/2020,215.9,217.95,218.6,215,
12/11/20,216.3,214.45,217.95,213.35,
12/10/20,212.7,206.65,213.65,203.15,
12/09/20,205.4,205,207.8,204.65,
12/08/20,202.45,203.9,204.7,199.55,
12/07/20,203.15,198.2,203.75,197.6,
12/04/20,198.2,196.85,199.35,196.5,
12/03/20,196.2,197.2,197.2,194.55,
12/02/20,195.95,195,198.75,193.55,
12/01/20,194.4,195,196.35,192.4,
11/27/2020,193.65,194.45,195.75,193.2,
11/26/2020,194.8,195.1,195.85,192.55,
11/25/2020,193.85,196,197.95,192.5,
11/24/2020,195.55,190.6,196.45,190.6,
11/23/2020,190.85,192,192.5,188.65,
11/20/2020,191.7,188.8,192,186.05,
11/19/2020,187.9,182.8,191.8,182.7,
11/18/2020,184.05,186.8,188.45,182.75,
11/17/2020,187.35,189,189.4,186.4,
11/13/2020,187.1,187.2,188.8,185.55,
11/12/20,188,185.2,188.75,183.85,
11/11/20,185.3,179.6,185.9,178.6,
