Symbol,Date,Expiry,Strike Price,Stock Price,Call Price,Put Price
AMBUJACEM,29-Dec-22,29-Dec-22,475,522.75,61.75,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,440,522.75,85.25,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,490,522.75,16.6,0.1
AMBUJACEM,29-Dec-22,29-Dec-22,560,522.75,0.05,40.8
AMBUJACEM,29-Dec-22,29-Dec-22,495,522.75,15.9,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,620,522.75,0.05,105.05
AMBUJACEM,29-Dec-22,29-Dec-22,590,522.75,0.05,71.2
AMBUJACEM,29-Dec-22,29-Dec-22,470,522.75,64.85,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,405,522.75,112.95,5.5
AMBUJACEM,29-Dec-22,29-Dec-22,285,522.75,225.7,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,365,522.75,148.55,1.7
AMBUJACEM,29-Dec-22,29-Dec-22,465,522.75,68,0.4
AMBUJACEM,29-Dec-22,29-Dec-22,630,522.75,0.05,46.85
AMBUJACEM,29-Dec-22,29-Dec-22,455,522.75,74.6,0.1
AMBUJACEM,29-Dec-22,29-Dec-22,295,522.75,215.9,0.1
AMBUJACEM,29-Dec-22,29-Dec-22,635,522.75,0.05,128
AMBUJACEM,29-Dec-22,29-Dec-22,545,522.75,0.05,30
AMBUJACEM,29-Dec-22,29-Dec-22,610,522.75,0.05,94
AMBUJACEM,29-Dec-22,29-Dec-22,415,522.75,104.65,7.05
AMBUJACEM,29-Dec-22,29-Dec-22,320,522.75,191.45,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,575,522.75,0.05,54.65
AMBUJACEM,29-Dec-22,29-Dec-22,445,522.75,81.6,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,305,522.75,206.1,0.15
AMBUJACEM,29-Dec-22,29-Dec-22,510,522.75,9.75,0.2
AMBUJACEM,29-Dec-22,29-Dec-22,675,522.75,0.05,163.5
AMBUJACEM,29-Dec-22,29-Dec-22,345,522.75,167.4,0.85
AMBUJACEM,29-Dec-22,29-Dec-22,390,522.75,125.9,3.65
AMBUJACEM,29-Dec-22,29-Dec-22,340,522.75,172.15,0.7
AMBUJACEM,29-Dec-22,29-Dec-22,450,522.75,59.5,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,540,522.75,0.1,21.15
AMBUJACEM,29-Dec-22,29-Dec-22,625,522.75,0.05,119.5
AMBUJACEM,29-Dec-22,29-Dec-22,420,522.75,100.6,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,650,522.75,0.05,86.25
AMBUJACEM,29-Dec-22,29-Dec-22,665,522.75,0.05,154.45
